Company_Name,Overall_Rating,Work_Life_Balance,Mentorship_Rating,Learning_Experience,Total_Reviews
Vision Healthsource (I) Pvt. Ltd.,4.3,3.8,3.3,3.6,392
Vision Innovations,4.1,3.8,3.5,4.3,165
Vision Labs,3.6,3.3,3.8,3.3,509
Vision Networks,3.2,2.4,3.8,3,143
Vision Security,4.8,4.1,5,4.5,218
Vision Software,4,4.3,3.1,3.9,125
Vispark Solutions (I) Pvt Ltd,5,4.3,5,4.4,473
Visual Web Solutions Ltd,2.7,3.1,2.5,4.3,279
VisualSoft Technologies Ltd.,3.4,3.8,5,3.6,196
VJIL Consulting Limited,3.4,3.2,3,4.3,231
vMoksha Technologies Pvt Ltd,3.8,5,3.7,4.5,446
VMware,4.2,3.9,4,4,783
vSplash TechWorks Pvt Ltd,4,3.4,3,4.7,279
Vt Plex (India) Pvt. Ltd.,3.5,3,4.3,4.5,135
Vulcan Infotech,3.3,3.2,3.3,4.5,218
VXL eTech Ltd,2.9,3.1,2.1,4.9,927
Vyapin Software Systems Pvt. Ltd.,4.2,5,4.2,4.6,349
Walchand Cricketnext.com Limited,3.4,4,2.6,4.7,21
Walchand Infotech,4.7,2.7,2.3,3.7,68
Weal Infotech Ltd.,4.4,3.5,2.4,4,216
Web Development Company Pvt Ltd,5,4.6,4.2,3.3,370
Web Spiders (I) Pvt Ltd,3.8,2.9,3.8,4,383
Webresource Pvt Ltd,4.1,2.6,4.4,4,223
West Bengal Electronics Industry Development Corporation Ltd.,2.9,2.3,4.6,3.7,346
Wilco International Systems Pvt. Ltd.,4.1,3.8,4.1,4.7,447
Wipro,3.4,3.2,3.3,3.6,908
Wipro Limited,3.2,4,4.6,3,542
Wipro Technologies,4.1,3.3,3.4,4.5,434
Xansa (India) Ltd,4,4,3.3,4,228
Xcelvision Technologies Limited,3.7,3.2,3,4.1,109
Xerox Modicorp Limited,4.1,4.1,3.7,3.1,374
XL Softech Systems Limited,2.9,3.6,2.9,4.4,186
XLN'ce Software (Div. Of BLA Industries Ltd.),3.4,4.4,3.1,4.8,457
Xoriant Solutions Pvt Ltd,3.6,4.9,3.3,3.3,171
Yamuna AI Innovations,3.2,2.7,2.8,3.2,30
Yamuna AI Solutions,3.6,2.7,3.5,4.3,28
Yamuna Cloud Solutions,5,5,4.9,5,342
Yamuna Com Analytics,4.3,3.9,5,4.7,370
Yamuna Data Labs,4.2,5,3.4,4.6,452
Yamuna Soft Analytics,2.8,3.6,2.6,3.7,355
Yamuna Soft Limited,4.4,4,4.5,4.6,379
Yamuna Soft Networks,3.5,3.7,3,3.6,407
Yamuna Solutions Limited,4.1,3.8,2.9,4.2,406
Yamuna Solutions Systems,3.4,3.6,3.9,3.5,452
Yojana Systems Pvt. Ltd.,3.6,4.2,3.5,4.9,406
Zen Technologies Ltd,4.3,4.9,3.6,2.6,253
Zenith Analytics,3.6,4.2,2.9,3.5,828
Zenith Computers Ltd.,2.9,4.4,3.4,5,720
Zenith Consulting,3.2,3.6,3.3,3.4,654
Zenith Corp,2.9,2.2,3.3,3.3,557
Zenith Dynamics,3.9,2.7,3.6,4.9,809
Zenith Group,5,5,4.9,5,994
Zenith Inc,4.4,4.7,4.3,5,543
Zenith Infotech Ltd.,4.2,1.6,3.2,3.3,911
Zenith Labs,3.5,4.3,3,3.7,843
Zenith Networks,4.1,3.4,4.1,4.6,656
Zenith Security,3.5,4.6,3.7,4,849
Zenith Software Limited,3.3,3.9,5,3.2,39
Zenith Solutions,4.1,3.4,4.2,4.3,982
Zenith Tech,4.6,5,4.4,4.6,513
Zenith Technologies,3.9,3.1,3.2,4.3,194
Zensar Technologies,3.3,4.9,4.4,4.9,225
Zensar Technologies Limited,5,2.9,5,4.3,457
Zoho Corporation,4.8,4.2,4,4.3,974
Zomato,5,4.3,3.6,5,152
Zycus Infotech Pvt. Ltd.,2.9,3.4,3.4,4.1,182
