Company_Name,Skill_1,Skill_2,Skill_3,Domain,Location,Minimum_CGPA,Duration,Recommended_Degree
Selectronic Equipment & Services Pvt. Ltd.,"Linux, Java","Bash, NoSQL","Deep Learning, AWS",Web Development,Gurgaon,6.9,6 Months,Mechanical Engineering
Semaphore Soft Pvt Ltd,"Computer Vision, Machine Learning","Kubernetes, Bash","Deep Learning, AWS",Web Development,Bangalore,6.6,3 Months,B.Tech Computer Science
Servion Global Solutions Ltd,"Librosa, AWS","Deep Learning, Mobile Forensics","NLP, TensorFlow",Cloud Computing,Chennai,8.1,2 Months,Mechanical Engineering
Shapre Global Info Services Limited,"AWS, JavaScript","Network Security, Mobile Forensics","PyTorch, NLP",Data Science & AI,Chennai,7.3,6 Months,B.Tech Computer Science
Shoghi Communications Pvt ltd,"Ethical Hacking, Librosa","Node.js, Kubernetes","Machine Learning, Data Analysis",Database Administration,New Delhi,9.1,3 Months,Mechanical Engineering
Shyama Software Solutions (I) Pvt Ltd,"Network Security, NLP","DevOps, AWS","Java, Linux",Data Science & AI,Delhi,8.5,12 Months,B.Sc Information Security
Siemens Information Systems Ltd.,"TensorFlow, Computer Vision","Bash, Ethical Hacking","GCP, OpenCV",DevOps,Mumbai,7.7,2 Months,B.E. Cloud Computing
Siemens Public Communications Network Ltd.,"DevOps, OpenCV","Computer Vision, PyTorch","GCP, NoSQL",Mobile App Development,Bangalore,7.5,3 Months,B.Sc / M.Sc Data Science
Siemens Shared Services India Pvt Ltd,"Scikit-learn, Cybersecurity","GCP, Azure","Kubernetes, Bash",Web Development,Bangalore,7.8,12 Months,B.Sc Statistics / Math
Sierra Optima Ltd.,"PyTorch, React","PowerBI, Kubernetes","Computer Vision, Bash",Data Science & AI,Hyderabad,6.7,6 Months,M.Sc Cyber Forensics
Sify Technologies,"Librosa, Digital Forensics","PowerBI, Data Analysis","React, Bash",Database Administration,Bangalore,6.3,3 Months,B.Tech Computer Science
Silver Valley Communications Ltd,"PowerBI, Linux","NoSQL, Linux","DevOps, Python",Cloud Computing,Kolkata,7.2,9 Months,BCA / MCA
Silverline Technologies Ltd.,"Python, NLP","OpenCV, Ethical Hacking","Ethical Hacking, PowerBI",Cloud Computing,Mumbai,7.3,4 Months,BCA / MCA
Simplysoft Technologies Pvt Ltd,"OpenCV, TensorFlow","Mobile Forensics, Bash","Network Security, Linux",Database Administration,Bangalore,6.9,6 Months,B.E. Cloud Computing
SIP Technologies & Exports Ltd,"Deep Learning, Python","Cybersecurity, PyTorch","Kubernetes, DevOps",Cybersecurity & Forensics,Chennai,9.3,2 Months,BCA / MCA
Siri Technologies Private Limited,"Data Analysis, OpenCV","Machine Learning, GCP",SQL,Database Administration,Bangalore,8.2,3 Months,B.E. Cloud Computing
Sitel India Pvt Ltd,"Bash, Docker","Docker, JavaScript","Cybersecurity, PyTorch",Mobile App Development,Mumbai,6.8,4 Months,B.Tech CS / IT
Skyline e-tech,Web Development,"Docker, OpenCV","Cybersecurity, PyTorch",Cloud Computing,Cochin,6.9,4 Months,B.Sc Statistics / Math
Skytech Solutions Pvt Ltd,"Node.js, TensorFlow","Computer Vision, PowerBI","Machine Learning, Azure",Cybersecurity & Forensics,Kolkata,8.4,9 Months,B.E. Cloud Computing
SLK Software Services Pvt Ltd,"Ethical Hacking, Linux","Cybersecurity, NLP","Data Analysis, Python",Cloud Computing,Bangalore,8,12 Months,B.Tech Computer Science
SLM Soft India Pvt Ltd,"AWS, React","Deep Learning, SQL","GCP, Bash",Database Administration,Mumbai,7.3,9 Months,B.Tech CS / IT
SM Telesys Ltd,"JavaScript, Docker","Pandas, C++","Incident Response, JavaScript",Cybersecurity & Forensics,New Delhi,7.7,3 Months,M.Sc Cyber Forensics
Smart App Solutions,"Network Security, NLP","NLP, Azure","JavaScript, Bash",Cloud Computing,Pune,6.4,2 Months,B.Tech CS / IT
Smart Com Networks,"Deep Learning, DevOps","OpenCV, Java","Computer Vision, GCP",Web Development,Kochi,9.4,4 Months,BCA / MCA
Smart Consulting,"SQL, Pandas","Java, Librosa","AWS, Incident Response",Cloud Computing,Noida,8.3,9 Months,B.Tech CS / IT
Smart Corp,"React, SQL","Computer Vision, PyTorch","TensorFlow, Incident Response",DevOps,Mumbai,8.3,12 Months,Mechanical Engineering
Smart Data,"Machine Learning, Network Security","Node.js, Pandas","Bash, Node.js",Cybersecurity & Forensics,London,7.3,6 Months,BCA / MCA
Smart Dynamics,"NLP, TensorFlow","Mobile Forensics, Azure",Librosa,DevOps,Seattle,6.5,12 Months,B.E. Cloud Computing
Smart Group,"Data Analysis, Linux","Scikit-learn, GCP",Docker,DevOps,Seattle,8.3,3 Months,B.E. Cloud Computing
Smart Hub Group,"PyTorch, Librosa","Pandas, PyTorch","Linux, Node.js",Cloud Computing,Remote,6.5,12 Months,B.Tech CS / IT
Smart Hub Pvt Ltd,"TensorFlow, Data Analysis","Deep Learning, Kubernetes","Bash, Cybersecurity",Database Administration,Lucknow,8.9,6 Months,Mechanical Engineering
Smart Inc,"OpenCV, TensorFlow","Scikit-learn, Python","Computer Vision, Docker",Database Administration,Seattle,6.7,2 Months,B.E. Cloud Computing
Smart Labs,"Data Analysis, GCP","Pandas, Scikit-learn","Node.js, PowerBI",Cloud Computing,Remote,9.2,3 Months,B.Tech CS / IT
Smart Net Innovations,"Ethical Hacking, Network Security","Machine Learning, NLP","Digital Forensics, Cybersecurity",Software Engineering,Kochi,7.4,9 Months,BCA / MCA
Smart Net Networks,"SQL, Java","Docker, Cybersecurity","Scikit-learn, Bash",Software Engineering,Bhubaneswar,8.8,6 Months,B.E. Information Technology
Smart Networks,"Linux, DevOps","React, Python",Kubernetes,Web Development,London,7.4,3 Months,B.E. Information Technology
Smart Solutions,"Python, Docker","Node.js, NoSQL","SQL, Ethical Hacking",Data Science & AI,San Francisco,9.1,9 Months,B.Tech CS / M.Tech
Smart Space Analytics,"TensorFlow, PyTorch","GCP, SQL","Bash, Linux",Database Administration,Lucknow,8.7,6 Months,Mechanical Engineering
Smart Systems,"Scikit-learn, JavaScript","Machine Learning, DevOps","Network Security, Librosa",Software Engineering,Noida,6.2,9 Months,BCA / MCA
Smart Tech,"AWS, JavaScript","Deep Learning, NoSQL",Kubernetes,Cybersecurity & Forensics,Noida,8,12 Months,B.Tech Cybersecurity
Smart Tech Labs,"Bash, Mobile Forensics","PowerBI, Docker","Scikit-learn, NLP",Database Administration,Kolkata,7.3,12 Months,Mechanical Engineering
Smart Technologies,"Scikit-learn, DevOps","DevOps, Azure","TensorFlow, Network Security",Cybersecurity & Forensics,Noida,7.1,2 Months,M.Sc Cyber Forensics
SmartData Enterprises (India) Ltd,"AWS, JavaScript","Digital Forensics, Network Security","AWS, Linux",Cybersecurity & Forensics,Chandigarh,8.7,6 Months,B.Sc Information Security
Snowflake,"Bash, OpenCV","SQL, Digital Forensics",Cybersecurity,Software Engineering,Seattle,7.8,2 Months,BCA / MCA
SNS Technologies Pvt Ltd,"Cybersecurity, Librosa","Docker, Bash",Java,Software Engineering,Pune,6.4,6 Months,B.Tech Computer Science
Sobha Renaissance,"OpenCV, TensorFlow","DevOps, AWS","Incident Response, Docker",Data Science & AI,Pune,7,12 Months,BCA / MCA
Soft Systems Pvt. Ltd.,"Digital Forensics, NLP","Ethical Hacking, Digital Forensics","Docker, GCP",Database Administration,Cochin,7.3,12 Months,B.E. Cloud Computing
SoftDEL Systems Ltd.,"PowerBI, TensorFlow","Data Analysis, Python","SQL, Scikit-learn",Cybersecurity & Forensics,Mumbai,8.5,3 Months,Mechanical Engineering
Softek Limited Specialisation: Location:,"Incident Response, Pandas","Kubernetes, Scikit-learn","Scikit-learn, Node.js",DevOps,Cochin,7.4,3 Months,B.Tech Computer Science
SoftProjex (India) Limited,"Mobile Forensics, Cybersecurity","Computer Vision, Mobile Forensics","Ethical Hacking, Data Analysis",Cloud Computing,Hyderabad,6.7,9 Months,B.Tech Cybersecurity
"Software Technology Park  Patna, Patna","NLP, Scikit-learn","Computer Vision, NLP","Linux, React",Web Development,Delhi,8.5,2 Months,Mechanical Engineering
Software Technology Parks Of India,"AWS, Digital Forensics","Java, Machine Learning","Node.js, JavaScript",Data Science & AI,New Delhi,8.3,6 Months,Mechanical Engineering
Solitar Systems (India) Pvt Ltd,"AWS, Kubernetes","Pandas, NoSQL","PowerBI, Data Analysis",Mobile App Development,Gurgaon,7.7,9 Months,B.Tech Cybersecurity
SolutionNET India (Pvt ) Ltd,"Scikit-learn, Cybersecurity","PowerBI, Mobile Forensics","Node.js, OpenCV",DevOps,Chennai,6.9,12 Months,Mechanical Engineering
Solutions Infosystems Pvt. Ltd.,"TensorFlow, Java","Machine Learning, Librosa","Pandas, TensorFlow",Database Administration,New Delhi,8.9,4 Months,B.E. Information Technology
Solutions Integrated Marketing Services Pvt Ltd.,"Mobile Forensics, Docker","Cybersecurity, AWS","GCP, Data Analysis",Software Engineering,New Delhi,6.7,6 Months,B.Tech Computer Science
Sonata Software,"SQL, Java","Computer Vision, Bash","GCP, Bash",Cybersecurity & Forensics,Chandigarh,8.6,3 Months,Mechanical Engineering
Sonata Software Limited,Web Development,"AWS, JavaScript","Scikit-learn, C++",Database Administration,Bangalore,8,9 Months,B.Tech CS / M.Tech
Sony,"NoSQL, NLP","Node.js, Ethical Hacking",Librosa,Cloud Computing,Kolkata,6.4,3 Months,Mechanical Engineering
Southstar Data Consultants Pvt. Ltd.,"Node.js, Machine Learning","React, Azure","Java, OpenCV",Cloud Computing,Bangalore,6.5,3 Months,B.E. Cloud Computing
Sovika Infotek Ltd.,"Bash, Ethical Hacking","C++, PowerBI","Ethical Hacking, Pandas",Mobile App Development,Mumbai,7.9,6 Months,B.Sc Information Security
SPA Software Pvt. Ltd.,Web Development,"Java, Incident Response","AWS, JavaScript",Web Development,Mumbai,9.1,4 Months,B.E. Information Technology
Speck Systems Limited,"Scikit-learn, Cybersecurity","Node.js, Kubernetes","Azure, Data Analysis",Database Administration,Hyderabad,9.5,4 Months,B.Tech Computer Science
Spectramind eServices Private Limited Specialisation: Location:,"Librosa, Ethical Hacking","Librosa, PowerBI",Kubernetes,Database Administration,Mumbai,6.4,3 Months,B.Tech Cybersecurity
Splunk,"Kubernetes, Linux","Scikit-learn, Bash",Machine Learning,Mobile App Development,Kolkata,8.4,3 Months,B.E. Information Technology
SQL Star International Limited,"JavaScript, TensorFlow","Incident Response, JavaScript","Node.js, Librosa",Cybersecurity & Forensics,Hyderabad,7.4,9 Months,B.Tech CS / IT
SRA Systems Ltd.,Web Development,"PowerBI, Digital Forensics","GCP, OpenCV",Cybersecurity & Forensics,Chennai,6.3,12 Months,B.E. Information Technology
SRF Infotel (A Division of SRF Ltd ),"Data Analysis, PyTorch","DevOps, AWS","Linux, DevOps",Database Administration,Chennai,9.4,12 Months,B.Tech Computer Science
Srishti Software Private Limited,"TensorFlow, Network Security","Digital Forensics, Librosa","Ethical Hacking, JavaScript",Software Engineering,Bangalore,7.6,6 Months,B.E. Cloud Computing
SRM Technologies Limited,"AWS, Docker","Kubernetes, GCP","Docker, Cybersecurity",Cybersecurity & Forensics,Chennai,7.1,4 Months,BCA / MCA
SSG Software Systems (P) Ltd.,"Linux, Java","Digital Forensics, SQL","AWS, Cybersecurity",Database Administration,Bangalore,7,2 Months,BCA / MCA
SSI Technologies,"Data Analysis, Mobile Forensics","C++, Librosa","AWS, NLP",Web Development,Chennai,7.7,6 Months,B.Tech Computer Science
Sterling Infotech Limited,"Pandas, Deep Learning","C++, React","Ethical Hacking, TensorFlow",DevOps,Chennai,8,4 Months,M.Sc Cyber Forensics
Stream Tracmail Pvt. Ltd.,"TensorFlow, Network Security","DevOps, SQL","Bash, Azure",DevOps,Mumbai,6.8,6 Months,B.E. Cloud Computing
Subex Systems Limited,"Machine Learning, PyTorch","NoSQL, OpenCV","Network Security, Linux",Web Development,Bangalore,7.8,3 Months,B.Sc Information Security
Summit Data,"Incident Response, GCP","GCP, Deep Learning","NoSQL, Digital Forensics",Data Science & AI,Pune,7.3,2 Months,B.Tech CS / M.Tech
Summit Defense,"Kubernetes, Node.js","SQL, Network Security","Librosa, Mobile Forensics",Mobile App Development,Remote,6.6,2 Months,BCA / MCA
Summit Dynamics,"Python, GCP","Pandas, PowerBI","Ethical Hacking, JavaScript",Web Development,Noida,9.5,3 Months,BCA / MCA
Summit Inc,"Java, Pandas","Scikit-learn, Machine Learning","Incident Response, PowerBI",Cybersecurity & Forensics,Hyderabad,9.3,12 Months,BCA / MCA
Summit Information Technologies Ltd,"PyTorch, SQL","SQL, Cybersecurity","React, Incident Response",Database Administration,Gurgaon,8.3,4 Months,Mechanical Engineering
Summit Labs,"SQL, Ethical Hacking","Incident Response, JavaScript","Machine Learning, Docker",DevOps,Kolkata,6.4,3 Months,B.Tech CS / IT
Summit Networks,"C++, Pandas","PyTorch, Data Analysis","NoSQL, Pandas",Software Engineering,Singapore,7.2,3 Months,B.Tech Computer Science
Summit Software,"Node.js, Cybersecurity","Java, Docker","TensorFlow, Cybersecurity",Cloud Computing,Chennai,7.4,12 Months,Mechanical Engineering
Summit Systems,"Kubernetes, Mobile Forensics","SQL, Machine Learning","PyTorch, Java",Data Science & AI,Singapore,7,6 Months,B.Tech CS / M.Tech
Summit Tech,"Incident Response, Scikit-learn","React, AWS","DevOps, OpenCV",Cloud Computing,Hyderabad,6.2,9 Months,B.Tech CS / IT
Summit Technologies,"Bash, Python","Ethical Hacking, Python","Machine Learning, PyTorch",DevOps,Bangalore,8.3,3 Months,Mechanical Engineering
SummitWorks Technologies Pvt. Ltd.,"Mobile Forensics, Pandas","Java, Deep Learning","Bash, Computer Vision",Web Development,Chennai,9,2 Months,BCA / MCA
"Sun Informatics, Bhopal","TensorFlow, Java","DevOps, Deep Learning","AWS, Azure",Mobile App Development,Gurgaon,6.1,9 Months,B.E. Cloud Computing
Sun Microsystems India Pvt. Ltd.,"C++, PowerBI","JavaScript, Cybersecurity","Node.js, Librosa",Data Science & AI,Bangalore,7.8,6 Months,B.Tech CS / IT
Sundaram Infotech Solutions,"Scikit-learn, C++","Python, NoSQL","Incident Response, C++",Mobile App Development,Chennai,8.1,6 Months,Mechanical Engineering
Sunquest Information Systems (India) Pvt Ltd,"DevOps, AWS","Docker, Mobile Forensics","Python, React",Mobile App Development,Bangalore,6.8,9 Months,B.Tech Computer Science
"Suntec Business Solutions Pvt. Ltd., Trivandrum",Web Development,"Digital Forensics, NLP","Bash, Azure",Cybersecurity & Forensics,Chennai,9.2,4 Months,B.Tech CS / IT
Supertech Software & Hardware Pvt. Ltd.,"Cybersecurity, Linux","PyTorch, Bash","Pandas, DevOps",Web Development,New Delhi,8.9,4 Months,BCA / MCA
Supertech Solutions Limited,"Pandas, Deep Learning","React, GCP","DevOps, Machine Learning",Cloud Computing,Pune,6.9,2 Months,M.Sc Cyber Forensics
Suvi Information Systems Pvt Ltd,Web Development,"Mobile Forensics, Bash","Bash, Pandas",Web Development,Indore,6.4,12 Months,B.Tech CS / IT
Swiggy,"Bash, Computer Vision","Deep Learning, GCP","Incident Response, Scikit-learn",Data Science & AI,San Francisco,7.6,4 Months,B.Sc Information Security
Symantec,"PyTorch, Cybersecurity","Ethical Hacking, TensorFlow",GCP,Database Administration,Bangalore,8.2,3 Months,B.Tech CS / IT
Symantec Ltd,"Cybersecurity, Digital Forensics","Machine Learning, Java","GCP, Bash",DevOps,Mumbai,8.3,3 Months,B.Tech CS / IT
Symco Software Pvt. Ltd.,"Librosa, GCP","TensorFlow, OpenCV","Network Security, Mobile Forensics",DevOps,Mumbai,9.4,12 Months,B.Tech CS / IT
Synapse Corp,"Ethical Hacking, TensorFlow","PyTorch, NLP","Java, SQL",Cloud Computing,Gurgaon,6.1,12 Months,Mechanical Engineering
Synapse Data,"Azure, Data Analysis","React, Azure","Docker, PyTorch",Web Development,Gurgaon,8.3,3 Months,BCA / MCA
Synapse Dynamics,"JavaScript, PyTorch","DevOps, Mobile Forensics","Incident Response, PowerBI",Cloud Computing,Mumbai,7.6,3 Months,Mechanical Engineering
Synapse Group,"SQL, Mobile Forensics","C++, Librosa","DevOps, PyTorch",Cybersecurity & Forensics,Pune,9.2,12 Months,B.Tech Cybersecurity
Synapse Inc,"Java, Docker","NoSQL, SQL","TensorFlow, AWS",Data Science & AI,Pune,8.7,2 Months,B.Sc Statistics / Math
Synapse Innovations,"Mobile Forensics, Ethical Hacking","Docker, Python","AWS, Network Security",Mobile App Development,Remote,7.6,6 Months,BCA / MCA
Synapse Networks,"Kubernetes, JavaScript","GCP, SQL",C++,Web Development,Noida,7.3,6 Months,B.E. Information Technology
Synapse Software,"Linux, Docker","JavaScript, AWS","Deep Learning, PowerBI",Mobile App Development,Noida,8.2,2 Months,BCA / MCA
Synapse Solutions,"DevOps, Machine Learning","Network Security, OpenCV","C++, React",Cybersecurity & Forensics,London,9.4,3 Months,M.Sc Cyber Forensics
Synapse Systems,"JavaScript, Computer Vision","Digital Forensics, Network Security","TensorFlow, Bash",Cloud Computing,Gurgaon,8.7,6 Months,B.E. Cloud Computing
Synapse Tech,"Java, Ethical Hacking","GCP, Librosa","NLP, Java",Mobile App Development,Seattle,7.2,12 Months,B.Tech Computer Science
Synosoft Infotech (P) Ltd,"Kubernetes, PyTorch","NoSQL, C++",DevOps,Web Development,Hyderabad,9.3,3 Months,M.Sc Cyber Forensics
Syntel (India) Ltd.,"SQL, Data Analysis","SQL, TensorFlow","Digital Forensics, Deep Learning",Mobile App Development,Mumbai,6.4,9 Months,B.E. Information Technology
Sysnet Associates (India) Ltd.,"TensorFlow, Java","DevOps, Docker","Computer Vision, NLP",Cloud Computing,Bangalore,8.4,9 Months,B.Tech Computer Science
Systech Solutions Pvt. Ltd,"SQL, Kubernetes","TensorFlow, Linux","Machine Learning, JavaScript",Cloud Computing,Chennai,9.1,3 Months,B.E. Cloud Computing
Systems & Software,"Docker, OpenCV","Computer Vision, NLP","Data Analysis, JavaScript",Database Administration,Mumbai,6.5,2 Months,B.Sc Information Security
Systems America (India) Pvt. Ltd.,"Mobile Forensics, Pandas","Linux, Incident Response",Librosa,Software Engineering,New Delhi,7.4,9 Months,B.Tech Computer Science
Systems Plus (Pvt )Ltd Specialisation: Location:,"TensorFlow, Deep Learning","DevOps, Deep Learning","Node.js, Data Analysis",Cybersecurity & Forensics,Mumbai,6.3,3 Months,B.Tech Cybersecurity
Systime Computer Systems (I) Pvt. Ltd.,"NLP, Linux","Mobile Forensics, PyTorch","Deep Learning, PyTorch",Software Engineering,Mumbai,7.8,2 Months,B.Tech CS / IT
Talisma Corporation Pvt Ltd,"TensorFlow, Cybersecurity","JavaScript, Java","Data Analysis, Incident Response",Mobile App Development,Bangalore,7.9,4 Months,B.E. Cloud Computing
Tally Solutions,"PyTorch, Cybersecurity","Node.js, Kubernetes","Node.js, Data Analysis",Software Engineering,Singapore,7,3 Months,B.Sc Information Security
Tally Solutions Pvt Ltd,"Ethical Hacking, Network Security","Node.js, TensorFlow","NoSQL, Data Analysis",Data Science & AI,Bangalore,8.9,2 Months,B.Sc Information Security
Tanning Technology (India) Pvt Ltd,Web Development,"GCP, SQL","PyTorch, Java",Cloud Computing,Hyderabad,6.3,3 Months,B.E. Cloud Computing
Tarang Software Technologies,Web Development,"Pandas, C++","JavaScript, Machine Learning",Cloud Computing,Bangalore,9,9 Months,B.Tech Computer Science
Tasaa Netcom Private Limited,Web Development,"Machine Learning, PowerBI","AWS, Ethical Hacking",Data Science & AI,Mumbai,7.6,3 Months,B.Sc Statistics / Math
Tata Autocomp Systems Ltd,"Ethical Hacking, Azure","NoSQL, React","Azure, Scikit-learn",Software Engineering,Pune,6.3,6 Months,B.Tech CS / IT
Tata Consultancy Services,"Pandas, GCP","DevOps, AWS",GCP,Web Development,San Francisco,7.6,12 Months,B.Tech CS / M.Tech
Tata Consultancy Services,Web Development,"Computer Vision, Bash","Pandas, DevOps",Cloud Computing,Mumbai,6.5,2 Months,B.E. Cloud Computing
Tata Elxsi (India) Ltd.,"Librosa, Incident Response","Ethical Hacking, NLP","NoSQL, PowerBI",Software Engineering,Bangalore,7.4,9 Months,B.Tech CS / M.Tech
Tata Infotech Ltd.,"Librosa, Bash","Scikit-learn, GCP","Deep Learning, AWS",DevOps,Mumbai,8.8,9 Months,B.Tech Computer Science
Tata Interactive Systems,"Computer Vision, Network Security","SQL, NLP","Pandas, SQL",Software Engineering,Mumbai,9.5,3 Months,B.Tech Computer Science
Tata Internet Services Ltd,"Network Security, OpenCV","C++, JavaScript","Cybersecurity, Docker",DevOps,Mumbai,8.2,12 Months,Mechanical Engineering
Tata Technologies Limit ed,"Deep Learning, GCP","Ethical Hacking, Bash","Kubernetes, Scikit-learn",Database Administration,Pune,9.3,12 Months,B.Tech Computer Science
Tattva App Innovations,"Scikit-learn, AWS","Computer Vision, PyTorch","Linux, React",Cybersecurity & Forensics,Remote,9.4,9 Months,B.Tech Cybersecurity
Tattva Hub Innovations,"React, Librosa","Bash, Linux","Digital Forensics, GCP",Mobile App Development,Bhubaneswar,8,12 Months,B.Tech Computer Science
Tattva Hub Networks,"AWS, JavaScript","NLP, Computer Vision","Incident Response, Linux",DevOps,Bhubaneswar,7.5,12 Months,B.Tech CS / IT
Tattva Info Analytics,"Librosa, Digital Forensics","Scikit-learn, AWS","PowerBI, Cybersecurity",Web Development,Chandigarh,7.7,12 Months,B.E. Information Technology
Tattva Sec Pvt Ltd,"Network Security, TensorFlow","PowerBI, Computer Vision","Bash, Computer Vision",DevOps,Jaipur,7.8,9 Months,Mechanical Engineering
Tattva Solutions Labs,"JavaScript, GCP","Docker, GCP","Pandas, Cybersecurity",Database Administration,Delhi,7.8,9 Months,Mechanical Engineering
Tattva Solutions Technologies,"Cybersecurity, Linux","Bash, Machine Learning","Computer Vision, NLP",Cloud Computing,Remote,7.1,9 Months,B.E. Cloud Computing
Tattva Sys Innovations,"Ethical Hacking, Pandas","Azure, Scikit-learn","SQL, Node.js",Mobile App Development,Remote,8.1,4 Months,B.Tech Computer Science
Tattva Tech Enterprises,"Docker, DevOps","Pandas, Network Security","Machine Learning, JavaScript",Data Science & AI,Remote,7.1,3 Months,B.Sc Statistics / Math
Tattva Tech Systems,"JavaScript, Machine Learning","React, AWS","DevOps, Linux",Web Development,Remote,9.2,4 Months,B.Tech Computer Science
TCG Software Services Pvt. Ltd.,"OpenCV, TensorFlow","Network Security, React",Data Analysisr,Software Engineering,Kolkata,8.1,9 Months,B.E. Cloud Computing
TCIL BellSouth Ltd.,"Linux, DevOps","Bash, Deep Learning","Librosa, Java",Data Science & AI,New Delhi,7,2 Months,BCA / MCA
TCS,"Cybersecurity, Docker","Scikit-learn, PyTorch",Pandas,Cybersecurity & Forensics,Chennai,9.4,4 Months,B.Sc Information Security
TCT Technical Training (India) Pvt. Ltd.,"GCP, PyTorch","Azure, Python","DevOps, Kubernetes",Data Science & AI,Kolkata,8,9 Months,Mechanical Engineering
Tech AI Innovations,"TensorFlow, Librosa","Computer Vision, Deep Learning","PowerBI, NoSQL",DevOps,Remote,9,6 Months,Mechanical Engineering
Tech Cloud Enterprises,"Java, SQL","SQL, Pandas","React, Network Security",Cloud Computing,Remote,6.3,3 Months,B.Tech CS / IT
Tech Com Innovations,"GCP, AWS","Data Analysis, Cybersecurity","Kubernetes, Mobile Forensics",Database Administration,Remote,6.9,4 Months,B.Tech CS / IT
Tech Corp,"DevOps, Node.js","Node.js, Incident Response","PyTorch, OpenCV",Data Science & AI,Bangalore,9,9 Months,B.Sc / M.Sc Data Science
Tech Cyber Systems,"Librosa, Incident Response","TensorFlow, Ethical Hacking","Scikit-learn, OpenCV",Web Development,Mumbai,8.1,12 Months,B.E. Information Technology
Tech Data,"TensorFlow, Computer Vision","GCP, Digital Forensics","Kubernetes, NLP",Mobile App Development,Mumbai,6.5,12 Months,BCA / MCA
Tech Data Ventures,"JavaScript, Scikit-learn","DevOps, PyTorch","Incident Response, Node.js",Cloud Computing,Kolkata,7.6,12 Months,B.Tech CS / IT
Tech Defense,"Digital Forensics, Network Security","Ethical Hacking, SQL","Python, Digital Forensics",Data Science & AI,Hyderabad,8.9,6 Months,B.Tech CS / M.Tech
Tech Group,"NLP, Azure","JavaScript, Scikit-learn","React, NLP",Database Administration,Hyderabad,9.2,4 Months,B.E. Cloud Computing
Tech Hub Technologies,"Azure, Pandas","Node.js, Python","Python, Librosa",Database Administration,Bangalore,7.7,12 Months,B.Tech CS / IT
Tech Info Solutions,"Machine Learning, Node.js","Digital Forensics, C++","C++, Azure",Cybersecurity & Forensics,Coimbatore,6.8,4 Months,M.Sc Cyber Forensics
Tech Innovations,"Computer Vision, SQL","Python, AWS","Data Analysis, Network Security",DevOps,Mumbai,7.7,12 Months,Mechanical Engineering
Tech Link Technologies,"Incident Response, Pandas","Node.js, DevOps","PyTorch, C++",Software Engineering,Hyderabad,6.4,9 Months,B.E. Information Technology
Tech Mahindra,"C++, Bash","GCP, Network Security",Java,Cloud Computing,Mumbai,7.7,6 Months,B.Tech CS / IT
Tech Net Enterprises,"JavaScript, Data Analysis","PyTorch, Python","Bash, Azure",Web Development,Thiruvananthapuram,9,4 Months,B.E. Information Technology
Tech Net Technologies,"Deep Learning, SQL","Data Analysis, Librosa","Computer Vision, Azure",Software Engineering,Lucknow,8.2,2 Months,BCA / MCA
Tech Networks,"AWS, Data Analysis","Linux, Bash","Ethical Hacking, PowerBI",Web Development,Singapore,9.4,4 Months,BCA / MCA
Tech Sec Group,"SQL, Java","Kubernetes, Librosa","AWS, Scikit-learn",DevOps,Remote,7.6,2 Months,Mechanical Engineering
Tech Security,"Scikit-learn, TensorFlow","Linux, Pandas","Bash, Azure",Software Engineering,Seattle,8.9,4 Months,BCA / MCA
Tech Software,"OpenCV, Docker","Data Analysis, Linux","Kubernetes, DevOps",Cybersecurity & Forensics,San Francisco,6.5,6 Months,BCA / MCA
Tech Tech Enterprises,"C++, Data Analysis","PowerBI, Kubernetes","GCP, Data Analysis",Cloud Computing,Remote,8.1,12 Months,B.Tech CS / IT
Tech Technologies,"Java, Cybersecurity","Bash, Kubernetes","Docker, Mobile Forensics",Data Science & AI,Chennai,9,4 Months,B.Sc Statistics / Math
Tech Works Limited,"Network Security, Scikit-learn","Scikit-learn, Ethical Hacking","Incident Response, Pandas",Web Development,Remote,7.6,6 Months,B.Tech Computer Science
Technecall.com Services Pvt Ltd,"PyTorch, Linux","Data Analysis, DevOps","Node.js, Data Analysis",Cloud Computing,Mumbai,8.9,12 Months,B.Tech Cybersecurity
"TECHNOPARK, Trivandrum","Bash, Mobile Forensics","Node.js, Pandas","Kubernetes, DevOps",Cybersecurity & Forensics,Kolkata,6.7,2 Months,B.E. Cloud Computing
Technovate Data And Services Pvt. Ltd.,"OpenCV, TensorFlow","JavaScript, Scikit-learn","Node.js, Data Analysis",Software Engineering,New Delhi,6.3,3 Months,B.Sc / M.Sc Data Science
Techquest India Ltd.,"Deep Learning, Data Analysis","Deep Learning, GCP","Machine Learning, Azure",Cybersecurity & Forensics,Hyderabad,9,12 Months,B.E. Information Technology
Techsar Technologies Pvt Ltd,"React, Python","Computer Vision, JavaScript","Machine Learning, Azure",Cloud Computing,Bangalore,6.5,3 Months,BCA / MCA
TechSpan India Ltd.,"Librosa, AWS","TensorFlow, Linux","React, Azure",Cybersecurity & Forensics,Noida,9.3,6 Months,B.Tech CS / IT
Tektronix Engineering Development (I) Ltd.,"AWS, DevOps","PowerBI, TensorFlow","Bash, Scikit-learn",Data Science & AI,Bangalore,8.9,3 Months,BCA / MCA
Tele Atlas India Pvt Ltd,"AWS, SQL","AWS, Incident Response","Node.js, Data Analysis",Cloud Computing,Noida,8.6,12 Months,B.Tech CS / IT
